"Edo","t","Subsectores.no.especificados","Tipo","id","Clave","cid"
"CDMX","01/04/2014","170","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/07/2014","786","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/10/2014","889","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/01/2015","670","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/04/2015","1109","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/07/2015","534","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/10/2015","0","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/01/2016","728","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/04/2016","1070","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/07/2016","910","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/10/2016","1072","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/01/2017","229","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/04/2017","185","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/07/2017","222","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/10/2017","271","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/01/2018","872","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/04/2018","190","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/07/2018","1041","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/10/2018","11026","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/01/2019","1025","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/04/2019","1239","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/07/2019","269","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/10/2019","1440","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/01/2020","116","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/04/2020","690","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/07/2020","76","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/10/2020","1736","Industria de las bebidas y el tabaco",19,5,519
"CDMX","01/01/2021",,"Industria de las bebidas y el tabaco",19,5,519
"Durango","01/01/2007","15116","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2007","16930","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2007","12704","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2007","11491","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2008","9876","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2008","11037","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2008","13026","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2008","11427","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2009","5314","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2009","3332","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2009","3593","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2009","3719","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2010","2523","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2010","3292","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2010","5635","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2010","4453","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2011","6267","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2011","6823","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2011","10004","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2011","7800","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2012","13899","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2012","14187","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2012","17300","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2012","20201","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2013","17825","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2013","19139","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2013","21162","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2013","21301","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2014","20767","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2014","22653","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2014","22382","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2014","25443","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2015","21024","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2015","25758","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2015","28713","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2015","31518","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2016","25789","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2016","26182","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2016","27478","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2016","25132","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2017","30632","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2017","28550","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2017","30363","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2017","32156","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2018","45881","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2018","36172","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2018","46801","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2018","33107","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2019","28929","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2019","29702","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2019","31694","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2019","31782","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2020","34472","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/04/2020","10284","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/07/2020","25698","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/10/2020","40702","Industria de las bebidas y el tabaco",19,10,1019
"Durango","01/01/2021","43817","Industria de las bebidas y el tabaco",19,10,1019
"Guanajuato","01/01/2007","84644","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2007","71768","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2007","103265","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2007","87475","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2008","7694","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2008","8065","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2008","7861","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2008","7040","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2009","102110","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2009","107682","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2009","142073","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2009","160889","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2010","134729","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2010","107366","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2010","146924","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2010","132949","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2011","145043","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2011","139280","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2011","109448","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2011","147295","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2012","160809","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2012","82735","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2012","93672","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2012","86670","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2013","142359","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2013","136580","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2013","121538","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2013","184597","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2014","136705","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2014","158953","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2014","126702","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2014","125790","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2015","96621","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2015","117781","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2015","67884","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2015","22393","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2016","122482","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2016","135579","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2016","109116","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2016","106386","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2017","164415","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2017","144649","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2017","114668","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2017","114490","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2018","163336","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2018","171271","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2018","151304","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2018","123561","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2019","81634","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2019","88916","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2019","82284","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2019","86207","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2020","61628","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/04/2020","60264","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/07/2020","6646","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/10/2020","48929","Industria de las bebidas y el tabaco",19,12,1219
"Guanajuato","01/01/2021","81425","Industria de las bebidas y el tabaco",19,12,1219
"Guerrero","01/01/2007","20203","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2007","27004","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2007","33312","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2007","58387","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2008","544","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2008","403","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2008","54892","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2008","44385","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2009","1","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2009","1","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2009","1","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2009","1","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2010","756","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2010","916","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2010","414","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2010","64","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2011","1","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2011","594","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2011","330","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2011","133","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2012","79","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2012","36","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2012","51","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2012","45","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2013","865","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2013","842","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2013","801","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2013","866","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2014","754","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2014","957","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2014","1816","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2014","1302","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2015","94084","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2015","82324","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2015","76756","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2015","81286","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2016","141609","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2016","383","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2016","852","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2016","145858","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2017","52479","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2017","61544","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2017","53875","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2017","68965","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2018","N.S.","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2018","21","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2018","1354","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2018","186","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2019","5999","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2019","5425","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2019","5877","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2019","5734","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2020","5719","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/04/2020","5123","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/07/2020","5515","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/10/2020","4902","Industria de las bebidas y el tabaco",19,13,1319
"Guerrero","01/01/2021","5136","Industria de las bebidas y el tabaco",19,13,1319
"Hidalgo","01/01/2007","119410","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2007","99524","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2007","146453","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2007","122780","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2008","2101","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2008","2156","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2008","2394","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2008","1583","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2009","139304","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2009","152643","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2009","204699","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2009","230811","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2010","14619","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2010","145858","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2010","191787","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2010","7132","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2011","206384","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2011","208177","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2011","9960","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2011","237545","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2012","12859","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2012","129270","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2012","9344","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2012","141471","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2013","182241","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2013","164854","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2013","152399","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2013","221880","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2014","15435","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2014","219682","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2014","23285","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2014","175823","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2015","151865","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2015","186085","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2015","123002","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2015","57320","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2016","133765","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2016","146858","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2016","115680","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2016","117444","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2017","168759","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2017","19158","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2017","19746","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2017","99575","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2018","12070","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2018","172657","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2018","125232","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2018","10606","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2019","124286","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2019","110003","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2019","94479","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2019","129605","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2020","99463","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/04/2020","67130","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/07/2020","1329","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/10/2020","72860","Industria de las bebidas y el tabaco",19,14,1419
"Hidalgo","01/01/2021","96238","Industria de las bebidas y el tabaco",19,14,1419
"Jalisco","01/01/2007","2018","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2007","1539","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2007","1322","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2007","1384","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2008","2049","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2008","142","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2008","2167","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2008","2881","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2009","396","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2009","3473","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2009","2711","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2009","1745","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2010","0","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2010","1949","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2010","1720","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2010","2112","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2011","120","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2011","90","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2011","2857","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2011","6905","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2012","143","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2012","106","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2012","123","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2012","154","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2013","204","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2013","0","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2013","158","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2013","191","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2014","246","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2014","0","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2014","254","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2014","277","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2015","6817","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2015","337","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2015","293","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2015","9527","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2016","297","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2016","334","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2016","295","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2016","370","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2017","326","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2017","0","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2017","329","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2017","0","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2018","0","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2018","793","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2018","3877","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2018","664","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2019","0","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2019","1526","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2019","2102","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2019","3569","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2020","3568","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/04/2020","3427","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/07/2020","3286","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/10/2020","4712","Industria de las bebidas y el tabaco",19,15,1519
"Jalisco","01/01/2021","5284","Industria de las bebidas y el tabaco",19,15,1519
"Estado de México","01/01/2007","21228","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/04/2007","20687","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/07/2007","18648","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/10/2007","15104","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/01/2008","6804","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/04/2008","14701","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/07/2008","18358","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/10/2008","7581","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/01/2009","3763","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/04/2009","11054","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/07/2009","8972","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/10/2009","9266","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/01/2010","10550","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/04/2010","13160","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/07/2010","10689","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/10/2010","12156","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/01/2011","10710","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/04/2011","24115","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/07/2011","20058","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/10/2011","24400","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/01/2012","56089","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/04/2012","33227","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/07/2012","32315","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/10/2012","15606","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/01/2013","25070","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/04/2013","17633","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/07/2013","33679","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/10/2013","23819","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/01/2014","8818","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/04/2014","13797","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/07/2014","15829","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/10/2014","12432","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/01/2015","30966","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/04/2015","21120","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/07/2015","17834","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/10/2015","20366","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/01/2016","12183","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/04/2016","24063","Industria de las bebidas y el tabaco",19,11,1119
"Estado de México","01/07/2016","23826","Industria de las bebidas y el tabaco",19,11,1119
